Date,Low,Open,Volume,High,Close,Adjusted Close,Stock,Market,Sector
2019-01-02,38.557498931884766,38.72249984741211,148158800,39.712501525878906,39.47999954223633,38.10512924194336,AAPL,S&P_500,Technology
2019-01-03,35.5,35.994998931884766,365248800,36.43000030517578,35.54750061035156,34.30958557128906,AAPL,S&P_500,Technology
2019-01-04,35.95000076293945,36.13249969482422,234428400,37.13750076293945,37.06499862670898,35.77423477172852,AAPL,S&P_500,Technology
2019-01-07,36.47499847412109,37.17499923706055,219111200,37.20750045776367,36.98249816894531,35.694610595703125,AAPL,S&P_500,Technology
2019-01-08,37.130001068115234,37.38999938964844,164101200,37.95500183105469,37.6875,36.37506103515625,AAPL,S&P_500,Technology
2019-01-09,37.407501220703125,37.8224983215332,180396400,38.63249969482422,38.32749938964844,36.992767333984375,AAPL,S&P_500,Technology
2019-01-10,37.71500015258789,38.125,143122800,38.49250030517578,38.45000076293945,37.11101531982422,AAPL,S&P_500,Technology
2019-01-11,37.87749862670898,38.220001220703125,108092800,38.42499923706055,38.0724983215332,36.74665069580078,AAPL,S&P_500,Technology
2019-01-14,37.30500030517578,37.712501525878906,129756800,37.817501068115234,37.5,36.194095611572266,AAPL,S&P_500,Technology
2019-01-15,37.51250076293945,37.567501068115234,114843600,38.34749984741211,38.26750183105469,36.934871673583984,AAPL,S&P_500,Technology
2019-01-16,38.25,38.27000045776367,122278800,38.970001220703125,38.73500061035156,37.386077880859375,AAPL,S&P_500,Technology
2019-01-17,38.31499862670898,38.54999923706055,119284800,39.415000915527344,38.96500015258789,37.60807418823242,AAPL,S&P_500,Technology
2019-01-18,38.994998931884766,39.375,135004000,39.470001220703125,39.20500183105469,37.83971405029297,AAPL,S&P_500,Technology
2019-01-22,38.15499877929688,39.102500915527344,121576000,39.182498931884766,38.32500076293945,36.99036407470703,AAPL,S&P_500,Technology
2019-01-23,37.92499923706055,38.53749847412109,92522400,38.78499984741211,38.47999954223633,37.13996124267578,AAPL,S&P_500,Technology
2019-01-24,37.935001373291016,38.52750015258789,101766000,38.619998931884766,38.17499923706055,36.84558868408203,AAPL,S&P_500,Technology
2019-01-25,38.58000183105469,38.869998931884766,134142000,39.532501220703125,39.43999862670898,38.066524505615234,AAPL,S&P_500,Technology
2019-01-28,38.415000915527344,38.9474983215332,104768400,39.08250045776367,39.07500076293945,37.7142448425293,AAPL,S&P_500,Technology
2019-01-29,38.52750015258789,39.0625,166348800,39.532501220703125,38.66999816894531,37.323341369628906,AAPL,S&P_500,Technology
2019-01-30,40.057498931884766,40.8125,244439200,41.53749847412109,41.3125,39.87382507324219,AAPL,S&P_500,Technology
2019-01-31,41.13999938964844,41.52750015258789,162958400,42.25,41.61000061035156,40.16096878051758,AAPL,S&P_500,Technology
2019-02-01,41.48249816894531,41.7400016784668,130672400,42.244998931884766,41.630001068115234,40.180267333984375,AAPL,S&P_500,Technology
2019-02-04,41.81999969482422,41.852500915527344,125982000,42.915000915527344,42.8125,41.32158279418945,AAPL,S&P_500,Technology
2019-02-05,43.087501525878906,43.21500015258789,144406400,43.77000045776367,43.54499816894531,42.02857971191406,AAPL,S&P_500,Technology
2019-02-06,43.212501525878906,43.66249847412109,112958400,43.89250183105469,43.560001373291016,42.04304885864258,AAPL,S&P_500,Technology
2019-02-07,42.584999084472656,43.09999847412109,126966800,43.48500061035156,42.73500061035156,41.24678039550781,AAPL,S&P_500,Technology
2019-02-08,42.10499954223633,42.247501373291016,95280000,42.665000915527344,42.602500915527344,41.29524612426758,AAPL,S&P_500,Technology
2019-02-11,42.3125,42.76250076293945,83973600,42.8025016784668,42.35749816894531,41.057762145996094,AAPL,S&P_500,Technology
2019-02-12,42.42499923706055,42.525001525878906,89134000,42.75,42.72249984741211,41.41156768798828,AAPL,S&P_500,Technology
2019-02-13,42.47999954223633,42.84749984741211,89960800,43.119998931884766,42.54499816894531,41.2395133972168,AAPL,S&P_500,Technology
2019-02-14,42.345001220703125,42.4275016784668,87342800,42.81499862670898,42.70000076293945,41.38976287841797,AAPL,S&P_500,Technology
2019-02-15,42.4375,42.8125,98507200,42.92499923706055,42.60499954223633,41.29767227172852,AAPL,S&P_500,Technology
2019-02-19,42.372501373291016,42.4275016784668,75891200,42.86000061035156,42.73249816894531,41.42126083374024,AAPL,S&P_500,Technology
2019-02-20,42.747501373291016,42.79750061035156,104457600,43.33000183105469,43.00749969482422,41.68781661987305,AAPL,S&P_500,Technology
2019-02-21,42.57500076293945,42.95000076293945,68998800,43.09249877929688,42.76499938964844,41.45276641845703,AAPL,S&P_500,Technology
2019-02-22,42.845001220703125,42.89500045776367,75652800,43.25,43.24250030517578,41.91561508178711,AAPL,S&P_500,Technology
2019-02-25,43.48749923706055,43.540000915527344,87493600,43.96749877929688,43.557498931884766,42.22094345092773,AAPL,S&P_500,Technology
2019-02-26,43.29249954223633,43.4275016784668,68280800,43.82500076293945,43.58250045776367,42.24517822265625,AAPL,S&P_500,Technology
2019-02-27,43.182498931884766,43.3025016784668,111341600,43.75,43.71749877929688,42.37602996826172,AAPL,S&P_500,Technology
2019-02-28,43.22999954223633,43.58000183105469,112861600,43.727500915527344,43.28749847412109,41.95923614501953,AAPL,S&P_500,Technology
2019-03-01,43.22249984741211,43.56999969482422,103544800,43.78749847412109,43.74250030517578,42.4002685546875,AAPL,S&P_500,Technology
2019-03-04,43.49250030517578,43.92250061035156,109744800,44.4375,43.962501525878906,42.6135139465332,AAPL,S&P_500,Technology
2019-03-05,43.6349983215332,43.98500061035156,78949600,44.0,43.88249969482422,42.53596496582031,AAPL,S&P_500,Technology
2019-03-06,43.48500061035156,43.66749954223633,83241600,43.872501373291016,43.630001068115234,42.29122543334961,AAPL,S&P_500,Technology
2019-03-07,43.005001068115234,43.46749877929688,99185600,43.61000061035156,43.125,41.801719665527344,AAPL,S&P_500,Technology
2019-03-08,42.375,42.58000183105469,95997600,43.26750183105469,43.227500915527344,41.90107345581055,AAPL,S&P_500,Technology
2019-03-11,43.837501525878906,43.872501373291016,128044000,44.77999877929688,44.72499847412109,43.35262680053711,AAPL,S&P_500,Technology
2019-03-12,44.84249877929688,45.0,129870400,45.66749954223633,45.227500915527344,43.83970260620117,AAPL,S&P_500,Technology
2019-03-13,45.22999954223633,45.5625,124130000,45.82500076293945,45.4275016784668,44.033573150634766,AAPL,S&P_500,Technology
2019-03-14,45.63999938964844,45.97499847412109,94318000,46.025001525878906,45.932498931884766,44.5230598449707,AAPL,S&P_500,Technology
2019-03-15,45.935001373291016,46.212501525878906,156171600,46.83250045776367,46.52999877929688,45.10224151611328,AAPL,S&P_500,Technology
2019-03-18,46.4474983215332,46.45000076293945,104879200,47.09749984741211,47.005001068115234,45.56266021728516,AAPL,S&P_500,Technology
2019-03-19,46.47999954223633,47.087501525878906,126585600,47.247501373291016,46.63249969482422,45.20158386230469,AAPL,S&P_500,Technology
2019-03-20,46.182498931884766,46.557498931884766,124140800,47.372501373291016,47.040000915527344,45.59659194946289,AAPL,S&P_500,Technology
2019-03-21,47.45249938964844,47.505001068115234,204136800,49.08250045776367,48.772499084472656,47.27592086791992,AAPL,S&P_500,Technology
2019-03-22,47.69499969482422,48.834999084472656,169630800,49.42250061035156,47.76250076293945,46.296913146972656,AAPL,S&P_500,Technology
2019-03-25,46.650001525878906,47.87749862670898,175381200,47.994998931884766,47.185001373291016,45.73713684082031,AAPL,S&P_500,Technology
2019-03-26,46.14500045776367,47.915000915527344,199202000,48.220001220703125,46.6974983215332,45.26459503173828,AAPL,S&P_500,Technology
2019-03-27,46.63750076293945,47.1875,119393600,47.43999862670898,47.11750030517578,45.67171096801758,AAPL,S&P_500,Technology
2019-03-28,46.88249969482422,47.23749923706055,83121600,47.38999938964844,47.18000030517578,45.7322998046875,AAPL,S&P_500,Technology
2019-03-29,47.1349983215332,47.45750045776367,94256000,47.52000045776367,47.48749923706055,46.03035354614258,AAPL,S&P_500,Technology
2019-04-01,47.095001220703125,47.90999984741211,111448000,47.91999816894531,47.810001373291016,46.34296417236328,AAPL,S&P_500,Technology
2019-04-02,47.76250076293945,47.772499084472656,91062800,48.6150016784668,48.505001068115234,47.01663589477539,AAPL,S&P_500,Technology
2019-04-03,48.28749847412109,48.3125,93087200,49.125,48.837501525878906,47.33892822265625,AAPL,S&P_500,Technology
2019-04-04,48.28499984741211,48.6974983215332,76457200,49.09249877929688,48.92250061035156,47.42132568359375,AAPL,S&P_500,Technology
2019-04-05,48.98249816894531,49.11249923706055,74106400,49.275001525878906,49.25,47.738765716552734,AAPL,S&P_500,Technology
2019-04-08,49.084999084472656,49.10499954223633,103526800,50.057498931884766,50.025001525878906,48.48999786376953,AAPL,S&P_500,Technology
2019-04-09,49.807498931884766,50.08000183105469,143072800,50.712501525878906,49.875,48.34458923339844,AAPL,S&P_500,Technology
2019-04-10,49.54499816894531,49.66999816894531,86781200,50.185001373291016,50.15499877929688,48.615997314453125,AAPL,S&P_500,Technology
2019-04-11,49.61000061035156,50.212501525878906,83603200,50.25,49.73749923706055,48.21131896972656,AAPL,S&P_500,Technology
2019-04-12,49.0525016784668,49.79999923706055,111042800,50.03499984741211,49.71749877929688,48.19192886352539,AAPL,S&P_500,Technology
2019-04-15,49.50249862670898,49.64500045776367,70146400,49.962501525878906,49.807498931884766,48.27916717529297,AAPL,S&P_500,Technology
2019-04-16,49.63999938964844,49.8650016784668,102785600,50.34249877929688,49.8125,48.28401184082031,AAPL,S&P_500,Technology
2019-04-17,49.65250015258789,49.8849983215332,115627200,50.845001220703125,50.782501220703125,49.2242431640625,AAPL,S&P_500,Technology
2019-04-18,50.630001068115234,50.77999877929688,96783200,51.03749847412109,50.96500015258789,49.401153564453125,AAPL,S&P_500,Technology
2019-04-22,50.584999084472656,50.70750045776367,77758000,51.23500061035156,51.13249969482422,49.563514709472656,AAPL,S&P_500,Technology
2019-04-23,50.97499847412109,51.10749816894531,93292000,51.9375,51.869998931884766,50.27837753295898,AAPL,S&P_500,Technology
2019-04-24,51.76250076293945,51.84000015258789,70162400,52.119998931884766,51.790000915527344,50.20083999633789,AAPL,S&P_500,Technology
2019-04-25,51.27999877929688,51.70750045776367,74172800,51.93999862670898,51.31999969482422,49.74525833129883,AAPL,S&P_500,Technology
2019-04-26,50.52999877929688,51.22499847412109,74596400,51.25,51.07500076293945,49.50777816772461,AAPL,S&P_500,Technology
2019-04-29,50.96500015258789,51.09999847412109,88818800,51.49250030517578,51.15250015258789,49.58289337158203,AAPL,S&P_500,Technology
2019-04-30,49.77750015258789,50.76499938964844,186139600,50.84999847412109,50.16749954223633,48.62812042236328,AAPL,S&P_500,Technology
