Date,Low,Open,Volume,High,Close,Adjusted Close,Stock,Market,Sector
2019-05-01,52.307498931884766,52.470001220703125,259309200,53.82749938964844,52.630001068115234,51.01505661010742,AAPL,S&P_500,Technology
2019-05-02,52.032501220703125,52.459999084472656,127985200,53.16249847412109,52.28749847412109,50.68306350708008,AAPL,S&P_500,Technology
2019-05-03,52.557498931884766,52.72249984741211,83569600,52.959999084472656,52.9375,51.31312561035156,AAPL,S&P_500,Technology
2019-05-06,50.875,51.0724983215332,129772400,52.209999084472656,52.119998931884766,50.52070617675781,AAPL,S&P_500,Technology
2019-05-07,50.20750045776367,51.470001220703125,155054800,51.85499954223633,50.71500015258789,49.15883255004883,AAPL,S&P_500,Technology
2019-05-08,50.4375,50.47499847412109,105358000,51.334999084472656,50.72499847412109,49.16851425170898,AAPL,S&P_500,Technology
2019-05-09,49.165000915527344,50.09999847412109,139634400,50.41999816894531,50.18000030517578,48.64023971557617,AAPL,S&P_500,Technology
2019-05-10,48.192501068115234,49.35499954223633,164834800,49.712501525878906,49.29499816894531,47.96639633178711,AAPL,S&P_500,Technology
2019-05-13,45.712501525878906,46.9275016784668,229722400,47.369998931884766,46.43000030517578,45.17862319946289,AAPL,S&P_500,Technology
2019-05-14,46.352500915527344,46.602500915527344,146118800,47.42499923706055,47.165000915527344,45.893821716308594,AAPL,S&P_500,Technology
2019-05-15,46.505001068115234,46.567501068115234,106178800,47.9375,47.72999954223633,46.44357681274414,AAPL,S&P_500,Technology
2019-05-16,47.209999084472656,47.477500915527344,132125600,48.11750030517578,47.52000045776367,46.2392463684082,AAPL,S&P_500,Technology
2019-05-17,46.68999862670898,46.73249816894531,131516400,47.72499847412109,47.25,45.97652053833008,AAPL,S&P_500,Technology
2019-05-20,45.06999969482422,45.880001068115234,154449200,46.087501525878906,45.772499084472656,44.53884506225586,AAPL,S&P_500,Technology
2019-05-21,46.17499923706055,46.30500030517578,113459200,47.0,46.650001525878906,45.3926887512207,AAPL,S&P_500,Technology
2019-05-22,45.63750076293945,46.165000915527344,118994400,46.4275016784668,45.69499969482422,44.46343231201172,AAPL,S&P_500,Technology
2019-05-23,44.45249938964844,44.95000076293945,146118800,45.1349983215332,44.915000915527344,43.70444869995117,AAPL,S&P_500,Technology
2019-05-24,44.65499877929688,45.04999923706055,94858800,45.53499984741211,44.74250030517578,43.53660583496094,AAPL,S&P_500,Technology
2019-05-28,44.477500915527344,44.72999954223633,111792800,45.147499084472656,44.557498931884766,43.356590270996094,AAPL,S&P_500,Technology
2019-05-29,44.0,44.10499954223633,113924800,44.837501525878906,44.345001220703125,43.14981842041016,AAPL,S&P_500,Technology
2019-05-30,44.16749954223633,44.48749923706055,84873600,44.807498931884766,44.57500076293945,43.37361526489258,AAPL,S&P_500,Technology
2019-05-31,43.747501373291016,44.057498931884766,108174400,44.497501373291016,43.76750183105469,42.58788299560547,AAPL,S&P_500,Technology
2019-06-03,42.567501068115234,43.900001525878906,161584400,44.47999954223633,43.32500076293945,42.15730667114258,AAPL,S&P_500,Technology
2019-06-04,43.630001068115234,43.86000061035156,123872000,44.95750045776367,44.90999984741211,43.699588775634766,AAPL,S&P_500,Technology
2019-06-05,45.28499984741211,46.06999969482422,119093600,46.247501373291016,45.6349983215332,44.4050407409668,AAPL,S&P_500,Technology
2019-06-06,45.53749847412109,45.77000045776367,90105200,46.36750030517578,46.30500030517578,45.0569953918457,AAPL,S&P_500,Technology
2019-06-07,46.442501068115234,46.62749862670898,122737600,47.97999954223633,47.53749847412109,46.25626754760742,AAPL,S&P_500,Technology
2019-06-10,47.90499877929688,47.95249938964844,104883600,48.84249877929688,48.14500045776367,46.847389221191406,AAPL,S&P_500,Technology
2019-06-11,48.400001525878906,48.71500015258789,107731600,49.0,48.70249938964844,47.38987731933594,AAPL,S&P_500,Technology
2019-06-12,48.34749984741211,48.48749923706055,73012800,48.99250030517578,48.54750061035156,47.239044189453125,AAPL,S&P_500,Technology
2019-06-13,48.400001525878906,48.67499923706055,86698400,49.1974983215332,48.53749847412109,47.22931671142578,AAPL,S&P_500,Technology
2019-06-14,47.57500076293945,47.88750076293945,75046000,48.397499084472656,48.185001373291016,46.886322021484375,AAPL,S&P_500,Technology
2019-06-17,48.04249954223633,48.22499847412109,58676400,48.7400016784668,48.47249984741211,47.16607284545898,AAPL,S&P_500,Technology
2019-06-18,48.8025016784668,49.01250076293945,106204000,50.0724983215332,49.61249923706055,48.27534866333008,AAPL,S&P_500,Technology
2019-06-19,49.32749938964844,49.91999816894531,84496800,49.970001220703125,49.46749877929688,48.134254455566406,AAPL,S&P_500,Technology
2019-06-20,49.50749969482422,50.09249877929688,86056000,50.15250015258789,49.8650016784668,48.521034240722656,AAPL,S&P_500,Technology
2019-06-21,49.53749847412109,49.70000076293945,191202400,50.212501525878906,49.69499969482422,48.35562515258789,AAPL,S&P_500,Technology
2019-06-24,49.54249954223633,49.6349983215332,72881600,50.040000915527344,49.64500045776367,48.30696487426758,AAPL,S&P_500,Technology
2019-06-25,48.8224983215332,49.60749816894531,84281200,49.81499862670898,48.89250183105469,47.57475280761719,AAPL,S&P_500,Technology
2019-06-26,49.337501525878906,49.442501068115234,104270000,50.247501373291016,49.95000076293945,48.6037483215332,AAPL,S&P_500,Technology
2019-06-27,49.89250183105469,50.0724983215332,83598800,50.39250183105469,49.935001373291016,48.589149475097656,AAPL,S&P_500,Technology
2019-06-28,49.26250076293945,49.66999816894531,124442400,49.875,49.47999954223633,48.14641189575195,AAPL,S&P_500,Technology
2019-07-01,50.16249847412109,50.79249954223633,109012000,51.122501373291016,50.38750076293945,49.02945327758789,AAPL,S&P_500,Technology
2019-07-02,50.34000015258789,50.352500915527344,67740800,50.782501220703125,50.682498931884766,49.31650161743164,AAPL,S&P_500,Technology
2019-07-03,50.67250061035156,50.81999969482422,45448000,51.11000061035156,51.102500915527344,49.72518157958984,AAPL,S&P_500,Technology
2019-07-05,50.72499847412109,50.837501525878906,69062000,51.27000045776367,51.057498931884766,49.681396484375,AAPL,S&P_500,Technology
2019-07-08,49.602500915527344,50.20249938964844,101354400,50.34999847412109,50.005001068115234,48.65727233886719,AAPL,S&P_500,Technology
2019-07-09,49.70249938964844,49.79999923706055,82312000,50.37749862670898,50.310001373291016,48.95405197143555,AAPL,S&P_500,Technology
2019-07-10,50.38999938964844,50.462501525878906,71588400,50.932498931884766,50.807498931884766,49.438133239746094,AAPL,S&P_500,Technology
2019-07-11,50.4275016784668,50.82749938964844,80767200,51.09749984741211,50.4375,49.07810974121094,AAPL,S&P_500,Technology
2019-07-12,50.54999923706055,50.61249923706055,70380800,51.0,50.82500076293945,49.45516586303711,AAPL,S&P_500,Technology
2019-07-15,51.0,51.022499084472656,67789600,51.46749877929688,51.3025016784668,49.91979598999024,AAPL,S&P_500,Technology
2019-07-16,50.875,51.147499084472656,67467200,51.52750015258789,51.125,49.74708557128906,AAPL,S&P_500,Technology
2019-07-17,50.817501068115234,51.01250076293945,56430000,51.272499084472656,50.837501525878906,49.46733474731445,AAPL,S&P_500,Technology
2019-07-18,50.92499923706055,51.0,74162400,51.470001220703125,51.415000915527344,50.02926254272461,AAPL,S&P_500,Technology
2019-07-19,50.59000015258789,51.4474983215332,83717200,51.625,50.647499084472656,49.282447814941406,AAPL,S&P_500,Technology
2019-07-22,50.90250015258789,50.91249847412109,89111600,51.807498931884766,51.80500030517578,50.40875244140625,AAPL,S&P_500,Technology
2019-07-23,51.8224983215332,52.1150016784668,73420800,52.227500915527344,52.209999084472656,50.80283737182617,AAPL,S&P_500,Technology
2019-07-24,51.79249954223633,51.91749954223633,59966400,52.28749847412109,52.16749954223633,50.7614860534668,AAPL,S&P_500,Technology
2019-07-25,51.682498931884766,52.22249984741211,55638400,52.310001373291016,51.755001068115234,50.36010360717773,AAPL,S&P_500,Technology
2019-07-26,51.78499984741211,51.869998931884766,70475600,52.432498931884766,51.935001373291016,50.53524398803711,AAPL,S&P_500,Technology
2019-07-29,52.11000061035156,52.1150016784668,86693600,52.65999984741211,52.41999816894531,51.00717544555664,AAPL,S&P_500,Technology
2019-07-30,51.82749938964844,52.18999862670898,135742800,52.540000915527344,52.19499969482422,50.78824234008789,AAPL,S&P_500,Technology
2019-07-31,52.82500076293945,54.10499954223633,277125600,55.34249877929688,53.2599983215332,51.82452774047852,AAPL,S&P_500,Technology
2019-08-01,51.685001373291016,53.47499847412109,216071600,54.50749969482422,52.10749816894531,50.70309829711914,AAPL,S&P_500,Technology
2019-08-02,50.407501220703125,51.38249969482422,163448400,51.60749816894531,51.005001068115234,49.63031005859375,AAPL,S&P_500,Technology
2019-08-05,48.14500045776367,49.497501373291016,209572000,49.66249847412109,48.334999084472656,47.03227615356445,AAPL,S&P_500,Technology
2019-08-06,48.5099983215332,49.07749938964844,143299200,49.51750183105469,49.25,47.922607421875,AAPL,S&P_500,Technology
2019-08-07,48.45500183105469,48.852500915527344,133457600,49.88999938964844,49.7599983215332,48.41886520385742,AAPL,S&P_500,Technology
2019-08-08,49.84749984741211,50.04999923706055,108038000,50.88249969482422,50.85749816894531,49.48678970336914,AAPL,S&P_500,Technology
2019-08-09,49.8224983215332,50.32500076293945,98478800,50.68999862670898,50.247501373291016,49.07900238037109,AAPL,S&P_500,Technology
2019-08-12,49.78749847412109,49.90499877929688,89927600,50.51250076293945,50.119998931884766,48.95446014404297,AAPL,S&P_500,Technology
2019-08-13,50.119998931884766,50.255001068115234,188874000,53.03499984741211,52.24250030517578,51.02759552001953,AAPL,S&P_500,Technology
2019-08-14,50.647499084472656,50.790000915527344,146189600,51.61000061035156,50.6875,49.50876235961914,AAPL,S&P_500,Technology
2019-08-15,49.91749954223633,50.8650016784668,108909600,51.28499984741211,50.435001373291016,49.26214218139648,AAPL,S&P_500,Technology
2019-08-16,50.959999084472656,51.06999969482422,110481600,51.790000915527344,51.625,50.42446517944336,AAPL,S&P_500,Technology
2019-08-19,52.50749969482422,52.65499877929688,97654400,53.182498931884766,52.587501525878906,51.36458206176758,AAPL,S&P_500,Technology
2019-08-20,52.58000183105469,52.720001220703125,107537200,53.337501525878906,52.59000015258789,51.36702728271485,AAPL,S&P_500,Technology
2019-08-21,52.900001525878906,53.247501373291016,86141600,53.41249847412109,53.15999984741211,51.92376708984375,AAPL,S&P_500,Technology
2019-08-22,52.6875,53.29750061035156,89014800,53.61000061035156,53.1150016784668,51.87981796264648,AAPL,S&P_500,Technology
2019-08-23,50.25,52.35749816894531,187272000,53.01250076293945,50.65999984741211,49.48190689086914,AAPL,S&P_500,Technology
2019-08-26,51.26499938964844,51.46500015258789,104174400,51.79750061035156,51.622501373291016,50.42202758789063,AAPL,S&P_500,Technology
2019-08-27,50.88249969482422,51.96500015258789,103493200,52.13750076293945,51.040000915527344,49.85306930541992,AAPL,S&P_500,Technology
2019-08-28,50.83000183105469,51.025001525878906,63755200,51.43000030517578,51.38249969482422,50.18760681152344,AAPL,S&P_500,Technology
2019-08-29,51.665000915527344,52.125,83962000,52.33000183105469,52.25249862670898,51.03736877441406,AAPL,S&P_500,Technology
2019-08-30,51.79999923706055,52.540000915527344,84573600,52.61249923706055,52.185001373291016,50.97144317626953,AAPL,S&P_500,Technology
2019-09-03,51.05500030517578,51.60749816894531,80092000,51.744998931884766,51.42499923706055,50.2291145324707,AAPL,S&P_500,Technology
2019-09-04,51.83000183105469,52.09749984741211,76752400,52.369998931884766,52.29750061035156,51.08132553100586,AAPL,S&P_500,Technology
2019-09-05,52.87749862670898,53.0,95654800,53.49250030517578,53.31999969482422,52.08005142211914,AAPL,S&P_500,Technology
2019-09-06,53.12749862670898,53.51250076293945,77449200,53.60499954223633,53.31499862670898,52.075157165527344,AAPL,S&P_500,Technology
2019-09-09,52.76750183105469,53.709999084472656,109237600,54.11000061035156,53.54249954223633,52.2973747253418,AAPL,S&P_500,Technology
2019-09-10,52.9275016784668,53.46500015258789,127111600,54.19499969482422,54.17499923706055,52.9151611328125,AAPL,S&P_500,Technology
2019-09-11,54.432498931884766,54.51750183105469,177158400,55.9275016784668,55.897499084472656,54.59761047363281,AAPL,S&P_500,Technology
2019-09-12,55.71500015258789,56.20000076293945,128906800,56.60499954223633,55.772499084472656,54.47550964355469,AAPL,S&P_500,Technology
2019-09-13,54.255001068115234,55.0,159053200,55.1974983215332,54.6875,53.41574478149414,AAPL,S&P_500,Technology
2019-09-16,54.38999938964844,54.432498931884766,84632400,55.032501220703125,54.97499847412109,53.696563720703125,AAPL,S&P_500,Technology
2019-09-17,54.77999877929688,54.9900016784668,73274800,55.20500183105469,55.17499923706055,53.89190673828125,AAPL,S&P_500,Technology
2019-09-18,54.86000061035156,55.26499938964844,101360000,55.712501525878906,55.692501068115234,54.39737319946289,AAPL,S&P_500,Technology
2019-09-19,55.09249877929688,55.50249862670898,88242400,55.93999862670898,55.2400016784668,53.95539855957031,AAPL,S&P_500,Technology
2019-09-20,54.36750030517578,55.345001220703125,221652400,55.63999938964844,54.432498931884766,53.16667556762695,AAPL,S&P_500,Technology
2019-09-23,54.41249847412109,54.73749923706055,76662000,54.959999084472656,54.68000030517578,53.408424377441406,AAPL,S&P_500,Technology
2019-09-24,54.29750061035156,55.25749969482422,124763200,55.622501373291016,54.41999816894531,53.15446853637695,AAPL,S&P_500,Technology
2019-09-25,54.28499984741211,54.63750076293945,87613600,55.375,55.25749969482422,53.97249221801758,AAPL,S&P_500,Technology
2019-09-26,54.70750045776367,55.0,75334000,55.23500061035156,54.97249984741211,53.694122314453125,AAPL,S&P_500,Technology
2019-09-27,54.31999969482422,55.1349983215332,101408000,55.2400016784668,54.70500183105469,53.432838439941406,AAPL,S&P_500,Technology
2019-09-30,55.1974983215332,55.22499847412109,103909600,56.14500045776367,55.99250030517578,54.690406799316406,AAPL,S&P_500,Technology
2019-10-01,56.04999923706055,56.26750183105469,139223200,57.05500030517578,56.147499084472656,54.841793060302734,AAPL,S&P_500,Technology
2019-10-02,54.48249816894531,55.76499938964844,138449200,55.89500045776367,54.7400016784668,53.46702575683594,AAPL,S&P_500,Technology
2019-10-03,53.782501220703125,54.60749816894531,114426000,55.2400016784668,55.20500183105469,53.92121505737305,AAPL,S&P_500,Technology
2019-10-04,55.97249984741211,56.40999984741211,138478800,56.872501373291016,56.75249862670898,55.432716369628906,AAPL,S&P_500,Technology
2019-10-07,56.459999084472656,56.567501068115234,122306000,57.48249816894531,56.76499938964844,55.44492721557617,AAPL,S&P_500,Technology
2019-10-08,56.08250045776367,56.45500183105469,111820000,57.01499938964844,56.09999847412109,54.79539489746094,AAPL,S&P_500,Technology
2019-10-09,56.40999984741211,56.75749969482422,74770400,56.9474983215332,56.75749969482422,55.43760681152344,AAPL,S&P_500,Technology
2019-10-10,56.82500076293945,56.98249816894531,113013600,57.61000061035156,57.522499084472656,56.184818267822266,AAPL,S&P_500,Technology
2019-10-11,58.07749938964844,58.23749923706055,166795600,59.40999984741211,59.0525016784668,57.67924499511719,AAPL,S&P_500,Technology
2019-10-14,58.66749954223633,58.72499847412109,96427600,59.532501220703125,58.96749877929688,57.59621047973633,AAPL,S&P_500,Technology
2019-10-15,58.720001220703125,59.09749984741211,87360000,59.41249847412109,58.83000183105469,57.4619140625,AAPL,S&P_500,Technology
2019-10-16,58.29999923706055,58.34249877929688,73903200,58.810001373291016,58.59249877929688,57.22993850708008,AAPL,S&P_500,Technology
2019-10-17,58.380001068115234,58.772499084472656,67585200,59.03749847412109,58.81999969482422,57.452144622802734,AAPL,S&P_500,Technology
2019-10-18,58.5724983215332,58.647499084472656,97433600,59.39500045776367,59.102500915527344,57.72807312011719,AAPL,S&P_500,Technology
2019-10-21,59.33000183105469,59.380001068115234,87247200,60.247501373291016,60.12749862670898,58.72923278808594,AAPL,S&P_500,Technology
2019-10-22,59.90499877929688,60.290000915527344,82293600,60.54999923706055,59.9900016784668,58.59493255615234,AAPL,S&P_500,Technology
2019-10-23,60.30500030517578,60.525001525878906,75828800,60.810001373291016,60.79499816894531,59.38121032714844,AAPL,S&P_500,Technology
2019-10-24,60.45249938964844,61.12749862670898,69275200,61.20000076293945,60.89500045776367,59.4788932800293,AAPL,S&P_500,Technology
2019-10-25,60.720001220703125,60.790000915527344,73477200,61.682498931884766,61.64500045776367,60.2114486694336,AAPL,S&P_500,Technology
2019-10-28,61.68000030517578,61.85499954223633,96572800,62.3125,62.26250076293945,60.8145866394043,AAPL,S&P_500,Technology
2019-10-29,60.64250183105469,62.24250030517578,142839600,62.4375,60.8224983215332,59.40807342529297,AAPL,S&P_500,Technology
2019-10-30,60.3025016784668,61.18999862670898,124522000,61.32500076293945,60.81499862670898,59.4007568359375,AAPL,S&P_500,Technology
2019-10-31,59.31499862670898,61.810001373291016,139162000,62.29249954223633,62.18999862670898,60.7437744140625,AAPL,S&P_500,Technology
2019-11-01,62.290000915527344,62.3849983215332,151125200,63.98249816894531,63.95500183105469,62.46773147583008,AAPL,S&P_500,Technology
2019-11-04,63.845001220703125,64.3324966430664,103272000,64.4625015258789,64.375,62.87796401977539,AAPL,S&P_500,Technology
2019-11-05,64.08000183105469,64.26249694824219,79897600,64.54750061035156,64.28250122070312,62.7876205444336,AAPL,S&P_500,Technology
